timestamp,asset,quantity,usd_amount,from_account,to_account,from_address,to_address,from_team,to_team,status,user,source
2/1/2026 11:46,USDT,5585.32,5585.32,binance-892,binance-382,INTERNAL,INTERNAL,fx,derivatives,completed,lisa.park,cex_direct
2/1/2026 18:59,ADA,556.9998,120013.17,binance-892,binance-382,INTERNAL,INTERNAL,derivatives,main,completed,jane.smith,cex_tools
2/1/2026 22:21,ADA,379.8886,133442.87,external_wallet,kucoin-789,0xdca9c885e1de382d7ab7e702698a4040316b80ef,EXCHANGE_DEPOSIT,main,derivatives,completed,fireblocks_auto,manual
3/1/2026 4:42,USDC,33379.98,33379.98,kraken-456,kraken-123,INTERNAL,INTERNAL,derivatives,funding,pending,lisa.park,cex_tools
3/1/2026 6:07,USDC,7397.55,7397.55,fireblocks-vault-4,binance,0x79467ae184e5f50cbb7a5183634d59975a01c71d,EXCHANGE_DEPOSIT,funding,main,failed,jane.smith,fireblocks
3/1/2026 7:11,USDT,46295.61,46295.61,binance-451,binance-892,INTERNAL,INTERNAL,fx,funding,completed,john.doe,cex_tools
3/1/2026 18:33,ETH,1.9188832,3064.09,binance-451,kraken-456,INTERNAL,INTERNAL,main,funding,completed,jane.smith,cex_tools
3/1/2026 21:12,USDC,1280.86,1280.86,binance-892,kraken-123,INTERNAL,INTERNAL,fx,funding,completed,alex.wong,cex_tools
3/1/2026 21:49,BNB,554.2289,31863.89,fireblocks-vault-9,kucoin-789,0x8cc736ba3d04d1d1c3bbd969cdc9892f49f8ed2c,INTERNAL,main,derivatives,completed,jane.smith,fireblocks
4/1/2026 4:16,USDT,36780.47,36780.47,fireblocks-vault-1,binance,0x442d07e0e9cad4c81b8f8c2865ea54f978ca153a,EXCHANGE_DEPOSIT,fx,main,completed,alex.wong,fireblocks
4/1/2026 4:39,AVAX,645.0669,129296.9,kucoin-789,kucoin,INTERNAL,INTERNAL,fx,derivatives,completed,john.doe,cex_tools
4/1/2026 5:39,SOL,186.7821,89899.09,binance-382,kucoin-789,INTERNAL,INTERNAL,main,fx,completed,lisa.park,cex_tools
4/1/2026 8:33,SOL,520.2298,257291.21,kraken-456,fireblocks-vault-1,INTERNAL,0xc35cd515ebe6f77e8cb19d851a496b50d5f4ff1a,fx,main,completed,john.doe,fireblocks
4/1/2026 10:18,AVAX,442.0299,217537.81,kraken-456,binance-451,INTERNAL,INTERNAL,fx,funding,completed,lisa.park,cex_tools
4/1/2026 11:28,BNB,36.0212,9994.32,fireblocks-vault-9,binance-892,0x914fb8cd1fa7a5eca2f6e01225b5fed4a824882f,INTERNAL,fx,derivatives,completed,fireblocks_auto,fireblocks
4/1/2026 12:29,BNB,884.5896,16179.21,kraken-123,fireblocks-vault-5,INTERNAL,0x7e7166ac3f806b7c5954090c4c75932338cbcf9f,derivatives,fx,completed,jane.smith,fireblocks
4/1/2026 14:44,MATIC,11.6744,5403.64,kucoin-789,binance-451,INTERNAL,INTERNAL,funding,derivatives,completed,john.doe,cex_tools
4/1/2026 16:24,AVAX,626.9239,208157.76,binance-892,kucoin-789,INTERNAL,INTERNAL,funding,funding,completed,sarah.chen,cex_tools
4/1/2026 17:14,SOL,919.921,235614.28,binance-892,fireblocks-vault-2,INTERNAL,0x052593c16ebbc2db9e94b910c5d6dd3a90c64082,fx,fx,completed,alex.wong,fireblocks
4/1/2026 23:36,BNB,629.1547,239226.81,fireblocks-vault-9,binance-892,0xe7b1f932881fe71d7b84df386e8ed4c6e8d449f7,INTERNAL,funding,funding,completed,fireblocks_auto,fireblocks
5/1/2026 0:39,AVAX,408.3764,60656.94,kraken-123,kraken-456,INTERNAL,INTERNAL,fx,main,completed,jane.smith,cex_tools
5/1/2026 7:16,ADA,573.4142,116765.2,kraken,kraken-456,INTERNAL,INTERNAL,main,funding,completed,mike.jones,cex_tools
5/1/2026 9:32,ADA,658.1586,153370.11,binance-451,kucoin-789,INTERNAL,INTERNAL,derivatives,derivatives,completed,lisa.park,cex_tools
5/1/2026 9:40,USDT,32976.65,32976.65,kucoin-789,kraken-456,INTERNAL,INTERNAL,main,fx,completed,jane.smith,cex_tools
5/1/2026 9:40,AVAX,418.0818,32904.31,fireblocks-vault-9,binance-892,0x570ef70643056862b66463ceca4bc6d24a949300,INTERNAL,main,fx,completed,alex.wong,fireblocks
5/1/2026 10:35,SOL,232.3943,23324.45,binance-451,kraken-456,INTERNAL,INTERNAL,derivatives,main,completed,john.doe,cex_tools
5/1/2026 12:41,BNB,420.2966,132499.73,kucoin-789,kraken-123,INTERNAL,INTERNAL,derivatives,derivatives,completed,jane.smith,cex_tools
5/1/2026 13:04,USDT,44082.67,44082.67,fireblocks-vault-6,binance,0xcdc4c1dd3d74c3035df4a6f8f1f2f416b598694b,EXCHANGE_DEPOSIT,fx,derivatives,completed,system,fireblocks
5/1/2026 16:17,USDT,32837.29,32837.29,binance-382,kraken-456,INTERNAL,INTERNAL,fx,main,completed,lisa.park,cex_tools
5/1/2026 21:48,XRP,469.9044,131171.69,binance-451,binance,INTERNAL,INTERNAL,fx,funding,completed,sarah.chen,cex_tools
6/1/2026 1:16,XRP,988.0135,294557.16,kraken-456,kraken,INTERNAL,INTERNAL,funding,funding,completed,mike.jones,cex_tools
6/1/2026 3:03,USDC,31867.23,31867.23,binance-892,fireblocks-vault-2,INTERNAL,0xea479b14b228f8ed4d7cb51f2fdbffc5c087aa9d,main,fx,completed,john.doe,fireblocks
6/1/2026 4:32,BNB,898.236,334219.3,binance-892,binance-451,INTERNAL,INTERNAL,fx,funding,completed,alex.wong,cex_tools
6/1/2026 5:43,BNB,453.6928,4357.44,fireblocks-vault-7,kraken-123,0x49786b5b441318c237bf841332084f8b2d7d9772,INTERNAL,derivatives,funding,completed,system,fireblocks
6/1/2026 8:21,MATIC,530.8247,198043.78,kucoin-789,fireblocks-vault-9,INTERNAL,0x9739bea4a0fd61b7e52299b69486c1ae8d6e6d6b,funding,derivatives,completed,john.doe,fireblocks
6/1/2026 11:25,XRP,489.751,58958.03,kucoin-789,binance-892,INTERNAL,INTERNAL,main,funding,completed,alex.wong,cex_tools
6/1/2026 11:27,AVAX,894.0966,36844.16,kraken-123,binance-451,INTERNAL,INTERNAL,funding,fx,completed,john.doe,cex_tools
6/1/2026 14:25,MATIC,413.5234,112380.34,binance-451,kraken-456,INTERNAL,INTERNAL,funding,derivatives,completed,mike.jones,cex_tools
7/1/2026 3:56,BTC,4.28509284,216927.61,binance-382,kraken-123,INTERNAL,INTERNAL,fx,funding,completed,sarah.chen,cex_tools
7/1/2026 4:03,ADA,581.8581,210038.35,binance-892,fireblocks-vault-9,INTERNAL,0xa9d2a0f1052b6cedb0235a852e55cbab93383f44,funding,derivatives,completed,fireblocks_auto,fireblocks
7/1/2026 15:21,BNB,729.836,85516.66,fireblocks-vault-8,kraken-123,0x54cf7c5df0c173ddd1c3c7b07c8f7a45a0e84a3e,INTERNAL,main,fx,completed,fireblocks_auto,fireblocks
7/1/2026 17:43,USDT,1016.77,1016.77,kucoin-789,fireblocks-vault-5,INTERNAL,0x3f8caeed0842ea16f9a332fe58328cd4b82ff2ee,main,main,completed,john.doe,fireblocks
7/1/2026 22:19,USDC,44374.24,44374.24,fireblocks-vault-8,kucoin-789,0xabf6b26176f057fd1a8f5631d7aa90c3291c33d5,INTERNAL,main,derivatives,completed,fireblocks_auto,fireblocks
7/1/2026 23:10,USDC,18455.26,18455.26,external_wallet,kraken-123,0xcc86239d075eb811278d1edee66561351b520e7d,EXCHANGE_DEPOSIT,funding,main,completed,fireblocks_auto,manual
8/1/2026 0:20,MATIC,668.2801,127102.53,binance-892,kraken-456,INTERNAL,INTERNAL,main,derivatives,completed,system,cex_direct
8/1/2026 4:51,ETH,3.98317381,11610.28,fireblocks-vault-9,binance,0xa1a06765e7228a9ec7d953e47c9a57575449e883,EXCHANGE_DEPOSIT,funding,funding,completed,fireblocks_auto,fireblocks
8/1/2026 7:23,SOL,588.8499,116891.62,fireblocks-vault-1,kraken,0xb2c37a5fc05281758a5eb06b40b8879857d9d287,EXCHANGE_DEPOSIT,derivatives,funding,completed,john.doe,fireblocks
8/1/2026 10:17,BNB,38.7346,6535.64,kraken-123,binance-451,INTERNAL,INTERNAL,main,main,completed,jane.smith,cex_tools
8/1/2026 10:30,ADA,538.7824,244368.8,kucoin-789,binance-382,INTERNAL,INTERNAL,derivatives,fx,completed,sarah.chen,cex_tools
8/1/2026 19:52,USDT,28591.98,28591.98,fireblocks-vault-10,binance-451,0xdcb506737f341cce70783eb8c2ddfa2b7b80ea91,INTERNAL,main,main,completed,jane.smith,fireblocks
8/1/2026 20:11,ETH,1.93552091,5517.38,fireblocks-vault-9,kucoin-789,0x8874a511fc8a3a3ad3deb6d1a0b01241de676561,INTERNAL,main,main,completed,system,fireblocks
8/1/2026 20:59,ETH,4.25771704,15863.1,fireblocks-vault-3,binance-892,0x5ef4b55167db76e22bfd1e7979c9debe77e71a0d,INTERNAL,fx,derivatives,completed,alex.wong,fireblocks
9/1/2026 11:56,BNB,76.462,31812.33,fireblocks-vault-2,kucoin-789,0xc898515acdbf9593a31d5c9cdfd9a0ed42b450d9,INTERNAL,main,fx,completed,jane.smith,fireblocks
10/1/2026 5:18,USDT,24671.86,24671.86,binance,binance-451,INTERNAL,INTERNAL,fx,fx,completed,mike.jones,cex_direct
10/1/2026 8:22,USDT,43355.88,43355.88,binance-892,kraken-456,INTERNAL,INTERNAL,main,funding,completed,sarah.chen,cex_tools
10/1/2026 12:57,AVAX,790.8909,349035.61,binance-382,fireblocks-vault-2,INTERNAL,0x7572c921dc5ac86698f65d9c6c83a1e97978d2f1,funding,derivatives,completed,system,fireblocks
10/1/2026 20:42,BTC,0.19824934,5546.34,fireblocks-vault-1,kucoin-789,0xc800b3e418410f7886a2f7c2ec03f3081bc6ac99,INTERNAL,main,main,completed,system,fireblocks
11/1/2026 3:23,MATIC,401.6266,148182.86,kraken,binance,INTERNAL,INTERNAL,main,fx,completed,system,cex_direct
11/1/2026 8:12,BTC,3.77362369,218811.57,binance-382,kucoin-789,INTERNAL,INTERNAL,funding,funding,completed,jane.smith,cex_tools
11/1/2026 12:29,BNB,672.7643,190002.65,kucoin-789,binance-892,INTERNAL,INTERNAL,funding,fx,completed,jane.smith,cex_tools
11/1/2026 13:57,USDT,44119.17,44119.17,fireblocks-vault-5,binance-451,0xa45e264b3ab0723a0bdf6216b15e2cc2f280a7ba,INTERNAL,funding,funding,completed,fireblocks_auto,fireblocks
11/1/2026 22:10,ADA,931.0079,290475.39,binance,fireblocks-vault-9,EXCHANGE_WITHDRAWAL,0xd63607bb4e900759f1b8dc48893aaaa899e807e9,funding,derivatives,completed,john.doe,fireblocks
12/1/2026 1:51,AVAX,470.3383,104244.72,fireblocks-vault-8,binance-892,0xa4a91f34c20f9c7e9b662bedec3cb78e127885c7,INTERNAL,funding,funding,completed,alex.wong,fireblocks
12/1/2026 3:49,SOL,856.4272,181868.49,fireblocks-vault-5,binance,0xc6c758445bbdab7b23658bb2f012e613106f98b9,EXCHANGE_DEPOSIT,funding,funding,completed,fireblocks_auto,fireblocks
12/1/2026 3:50,SOL,327.4585,155114.53,fireblocks-vault-6,binance-892,0xff4b7936d61998a8f7b74bdc67a3abc1f768eb8c,INTERNAL,main,main,completed,john.doe,fireblocks
12/1/2026 6:05,BNB,175.581,49712.86,kraken-123,kraken-456,INTERNAL,INTERNAL,derivatives,fx,completed,john.doe,cex_direct
12/1/2026 16:55,ADA,403.181,20987.08,kucoin-789,fireblocks-vault-9,INTERNAL,0xa9411fad4be42cecc9aabaf4660b93b38cea8dde,derivatives,main,completed,fireblocks_auto,fireblocks
12/1/2026 23:28,SOL,580.0388,263398.55,kucoin-789,binance-451,INTERNAL,INTERNAL,main,fx,completed,lisa.park,cex_tools
13/1/2026 3:32,SOL,595.5056,105177.7,fireblocks-vault-8,kraken,0x054af1969fb0e9398f7cdf1a0bf895e6ca0a5586,EXCHANGE_DEPOSIT,fx,derivatives,completed,john.doe,fireblocks
13/1/2026 4:02,USDC,39998.26,39998.26,binance-892,external_wallet,EXCHANGE_WITHDRAWAL,0x5c3ab4148c1569fd3de770227de7de089a8095ec,fx,derivatives,completed,jane.smith,manual
13/1/2026 4:05,USDC,5184.88,5184.88,kucoin,kucoin-789,INTERNAL,INTERNAL,derivatives,funding,completed,mike.jones,cex_tools
13/1/2026 11:54,BTC,4.66513968,217321.96,fireblocks-vault-6,binance,0x98f76dcc80fd79e5a6af18f17ca2063bea51ab23,EXCHANGE_DEPOSIT,fx,funding,completed,alex.wong,fireblocks
13/1/2026 22:25,BNB,114.4835,55001.65,kraken-123,binance-451,INTERNAL,INTERNAL,funding,main,completed,lisa.park,cex_tools
14/1/2026 22:17,ADA,275.7116,117454.48,binance,binance-451,INTERNAL,INTERNAL,derivatives,derivatives,completed,jane.smith,cex_tools
15/1/2026 3:29,USDT,9426.59,9426.59,fireblocks-vault-2,kraken-123,0x651a79a632928e22e86faebdf39773629c982ae9,INTERNAL,fx,funding,completed,system,fireblocks
15/1/2026 16:53,BNB,252.4291,101947.86,kraken,fireblocks-vault-2,EXCHANGE_WITHDRAWAL,0xb26752d5f56c8131720fd6fedeb32f7e71673904,funding,derivatives,completed,alex.wong,fireblocks
15/1/2026 18:53,BTC,4.75544141,95386.93,kraken-456,fireblocks-vault-2,INTERNAL,0x3f6ff2403d6e7b98a690a24de6d573f2c117515c,derivatives,funding,completed,jane.smith,fireblocks
15/1/2026 22:54,USDT,18354.35,18354.35,fireblocks-vault-10,kraken-456,0x281503ffac2299d2bf0c343a8c6ee0a1fa4b9966,INTERNAL,main,derivatives,completed,alex.wong,fireblocks
16/1/2026 0:09,BNB,574.1511,192011.08,kraken-123,binance-892,INTERNAL,INTERNAL,main,main,completed,jane.smith,cex_tools
16/1/2026 0:28,AVAX,799.854,136638.33,kucoin,kucoin-789,INTERNAL,INTERNAL,fx,fx,completed,mike.jones,cex_tools
16/1/2026 0:36,AVAX,870.9057,427097.85,fireblocks-vault-7,kraken-123,0xd657e6fca2f2f51d1e02df1c49615a8fae7893a4,INTERNAL,main,funding,completed,fireblocks_auto,fireblocks
16/1/2026 6:29,ETH,2.87164925,8207.11,binance,kucoin-789,INTERNAL,INTERNAL,derivatives,main,completed,alex.wong,cex_direct
16/1/2026 6:55,USDC,4372.09,4372.09,kraken,kraken-123,INTERNAL,INTERNAL,funding,derivatives,completed,lisa.park,cex_tools
16/1/2026 9:05,BTC,0.41530205,24063.38,kraken-456,kraken-123,INTERNAL,INTERNAL,main,funding,completed,system,cex_direct
16/1/2026 18:04,AVAX,914.8402,13791.29,binance-892,kraken-123,INTERNAL,INTERNAL,derivatives,fx,completed,fireblocks_auto,cex_direct
17/1/2026 1:41,BNB,278.2073,35179.43,binance-451,kraken-123,INTERNAL,INTERNAL,funding,funding,completed,mike.jones,cex_tools
17/1/2026 1:54,ETH,3.21732074,5917.45,binance-382,fireblocks-vault-5,INTERNAL,0x635c6cd4108f5acacf3022a93bc29b1df104af6b,fx,main,completed,system,fireblocks
17/1/2026 6:45,USDT,9657.89,9657.89,kraken,kraken-456,INTERNAL,INTERNAL,derivatives,main,failed,jane.smith,cex_tools
17/1/2026 11:11,SOL,459.8056,147604.45,binance-892,fireblocks-vault-9,INTERNAL,0x7312742bc9c2ded81a225343cf4b0ab01468eb41,derivatives,fx,completed,john.doe,fireblocks
17/1/2026 16:02,SOL,235.2083,21296.07,kraken-456,binance-451,INTERNAL,INTERNAL,derivatives,funding,completed,john.doe,cex_tools
17/1/2026 17:42,XRP,299.2153,141259.76,kraken-123,binance-382,INTERNAL,INTERNAL,funding,fx,completed,mike.jones,cex_tools
17/1/2026 20:25,SOL,474.703,104811.54,binance-382,kraken-123,INTERNAL,INTERNAL,main,funding,completed,sarah.chen,cex_tools
18/1/2026 0:33,ADA,229.1535,7457.87,kraken-456,binance,INTERNAL,INTERNAL,fx,main,completed,jane.smith,cex_direct
18/1/2026 2:43,AVAX,718.7544,41614.19,kraken-123,binance-382,INTERNAL,INTERNAL,derivatives,derivatives,completed,lisa.park,cex_direct
18/1/2026 5:02,BTC,0.63988782,18838.18,kucoin-789,fireblocks-vault-7,INTERNAL,0xf0275712554f028e1cb39bf3212bfcffab8442bb,derivatives,fx,completed,fireblocks_auto,fireblocks
18/1/2026 8:25,ETH,4.11235707,10288.17,kucoin-789,binance-382,INTERNAL,INTERNAL,funding,funding,completed,mike.jones,cex_tools
18/1/2026 10:13,SOL,94.3291,11776.73,kraken-123,kucoin-789,INTERNAL,INTERNAL,main,funding,completed,mike.jones,cex_tools
18/1/2026 12:46,USDC,38807.11,38807.11,kraken-123,binance-892,INTERNAL,INTERNAL,funding,main,completed,sarah.chen,cex_tools
18/1/2026 12:51,MATIC,165.5327,8529.51,fireblocks-vault-4,binance,0xbbb44309d2564a930241d467a182e5747340ca15,EXCHANGE_DEPOSIT,funding,fx,completed,alex.wong,fireblocks
18/1/2026 18:17,MATIC,729.6051,355770.42,binance-892,fireblocks-vault-7,INTERNAL,0x8025dd22c04bf42ef0c077c973a7790e4ad32052,derivatives,derivatives,completed,system,fireblocks
18/1/2026 22:37,ETH,0.7937149,1535.47,binance-382,kraken-456,INTERNAL,INTERNAL,derivatives,fx,completed,mike.jones,cex_tools
18/1/2026 23:37,USDT,44158.33,44158.33,kucoin-789,fireblocks-vault-10,INTERNAL,0x3ba8687895a181d2d3719da8b4591e37e1c08f65,derivatives,main,completed,system,fireblocks
18/1/2026 23:49,BNB,298.3467,34759.37,kucoin,kucoin-789,INTERNAL,INTERNAL,fx,main,completed,jane.smith,cex_tools
19/1/2026 1:04,SOL,789.9497,247178.38,binance-451,kraken-456,INTERNAL,INTERNAL,funding,main,completed,jane.smith,cex_tools
19/1/2026 3:17,USDT,45429.73,45429.73,binance,binance-382,INTERNAL,INTERNAL,fx,fx,completed,alex.wong,cex_tools
19/1/2026 8:17,USDT,44374.35,44374.35,external_wallet,binance-382,0xca74973e4caeebef998dd0ef08f14069ab663228,EXCHANGE_DEPOSIT,funding,fx,completed,lisa.park,manual
19/1/2026 12:10,SOL,968.0195,338362.99,fireblocks-vault-10,binance-451,0x46cdadba8a65523f7321d1cde05c262dcc276a37,INTERNAL,funding,fx,completed,john.doe,fireblocks
19/1/2026 13:29,USDC,5722.69,5722.69,fireblocks-vault-8,kraken,0x2a0a465cc0be2c71eb953a5c51bd6377e2e762ba,EXCHANGE_DEPOSIT,fx,derivatives,completed,john.doe,fireblocks
19/1/2026 15:56,MATIC,943.2495,236506.24,binance-382,kucoin-789,INTERNAL,INTERNAL,fx,main,completed,sarah.chen,cex_tools
19/1/2026 17:47,BTC,3.72091313,104645.06,kraken,kraken-123,INTERNAL,INTERNAL,fx,fx,completed,lisa.park,cex_direct
20/1/2026 4:34,ADA,53.8537,26486.35,binance,fireblocks-vault-6,EXCHANGE_WITHDRAWAL,0xf604889976c985016f1f2473777b54c1daa2f322,funding,funding,completed,alex.wong,fireblocks
20/1/2026 5:42,ADA,441.5261,179837.21,kraken-456,kraken,INTERNAL,INTERNAL,main,fx,completed,alex.wong,cex_tools
20/1/2026 6:31,ADA,760.9089,243328.45,fireblocks-vault-4,kraken-123,0x48ca421f81884fc924e800e0616beab7553cc1ec,INTERNAL,fx,main,completed,alex.wong,fireblocks
20/1/2026 9:14,ETH,4.29008814,9972.35,binance-892,kraken-456,INTERNAL,INTERNAL,derivatives,main,completed,mike.jones,cex_tools
20/1/2026 9:35,BNB,659.4123,246568.71,fireblocks-vault-9,kraken-456,0xeb2993a8a06b1c08e6ee73f5ae198bee2e2ef67e,INTERNAL,main,main,completed,john.doe,fireblocks
20/1/2026 16:52,XRP,17.7449,7252.96,fireblocks-vault-2,binance-892,0x4eb2435ad84e0ad052f27b81fb2058605ef05aa5,INTERNAL,funding,fx,completed,alex.wong,fireblocks
20/1/2026 16:55,USDT,49068.64,49068.64,binance-892,fireblocks-vault-9,INTERNAL,0x8abc89fbae8e6016004cfa20c38579a83a68cbb0,funding,funding,completed,jane.smith,fireblocks
21/1/2026 5:51,MATIC,665.0961,83163.56,fireblocks-vault-7,binance-892,0xd8f0a2ddd173f03a637c7d717a1680199483af50,INTERNAL,funding,derivatives,completed,fireblocks_auto,fireblocks
21/1/2026 7:02,XRP,467.3566,13108.34,kraken-456,kraken-123,INTERNAL,INTERNAL,funding,fx,completed,john.doe,cex_tools
21/1/2026 7:02,BNB,163.2489,24333.42,external_wallet,kraken-456,0x0507e808d11d6f9901a954a542a7ee0991882513,EXCHANGE_DEPOSIT,fx,funding,completed,mike.jones,manual
21/1/2026 15:59,XRP,765.289,70675.29,kucoin-789,fireblocks-vault-2,INTERNAL,0x33d6e59710a99731a86d2f5fef2d215f5073c92c,fx,funding,completed,system,fireblocks
21/1/2026 17:14,ETH,0.15405852,473.74,kucoin,kucoin-789,INTERNAL,INTERNAL,main,funding,completed,john.doe,cex_tools
21/1/2026 19:41,ADA,579.5023,26628.94,binance,fireblocks-vault-3,EXCHANGE_WITHDRAWAL,0x2190618c2287a39b31c5e1a655904f9f720d35cd,main,fx,completed,system,fireblocks
21/1/2026 21:45,XRP,413.9108,46823.92,binance,binance-451,INTERNAL,INTERNAL,main,funding,completed,lisa.park,cex_tools
21/1/2026 22:40,USDC,42009.16,42009.16,fireblocks-vault-9,kraken,0xa41445823bb168636e9bdc605cdf6b8933605a62,EXCHANGE_DEPOSIT,fx,main,completed,jane.smith,fireblocks
21/1/2026 23:03,USDT,24968.94,24968.94,kucoin,kucoin-789,INTERNAL,INTERNAL,main,derivatives,completed,sarah.chen,cex_tools
22/1/2026 1:32,ADA,774.8128,317187.33,fireblocks-vault-3,kucoin,0x340feea67ffac5626c7d4bce8f8233aed1b34a9d,EXCHANGE_DEPOSIT,fx,funding,completed,fireblocks_auto,fireblocks
22/1/2026 1:50,XRP,644.9799,227260.06,fireblocks-vault-2,kraken,0x7ee38f06cf37ec424ebe7a1829e86507eee15ab2,EXCHANGE_DEPOSIT,main,main,completed,system,fireblocks
22/1/2026 8:26,BNB,251.2936,69377.46,kraken-456,kucoin-789,INTERNAL,INTERNAL,main,main,completed,jane.smith,cex_tools
22/1/2026 11:09,ETH,1.14973807,3187.15,fireblocks-vault-1,kraken-123,0x05e2f0cba33e5d91a03806edc41754cb35ffcb8c,INTERNAL,main,funding,completed,fireblocks_auto,fireblocks
22/1/2026 12:02,MATIC,380.7163,169713.99,binance,fireblocks-vault-7,EXCHANGE_WITHDRAWAL,0x1fd2d1f62fdcf7b663723ec0a9ee3197ad3078cc,derivatives,fx,completed,fireblocks_auto,fireblocks
22/1/2026 12:44,ETH,1.38847454,4824.97,kraken-456,binance-892,INTERNAL,INTERNAL,main,funding,completed,alex.wong,cex_tools
22/1/2026 16:01,SOL,839.1012,243659.69,binance-451,kraken-456,INTERNAL,INTERNAL,funding,main,completed,alex.wong,cex_tools
22/1/2026 16:36,XRP,652.2341,101032.84,fireblocks-vault-8,kraken,0x1f7de569324e96256d7aa4dfa72c2b7e8a00dfac,EXCHANGE_DEPOSIT,fx,fx,completed,jane.smith,fireblocks
